benchmark,model,task,base_task,equation,matched,sa1_round,n_matched,n_located,max_steps,source,source_file
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci16.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci18,1,1,2,2,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci18.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci19,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci19.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci20.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci21.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci22,1,2,32,32,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci22.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci23.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci24.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci25,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci25.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci28.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO0.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO10,1,1,50,50,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO10.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO11,1,3,34,34,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO11.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO12,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO12.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO13.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO14.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO15.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO16.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO1,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO1.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO21,1,10,59,59,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO21.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO22,1,1,6,6,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO22.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO23.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO24,1,3,60,60,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO24.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO25,1,1,33,33,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO25.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO26,1,28,1,1,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO26.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO27,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO27.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO28,1,8,47,47,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO28.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO29,1,1,69,69,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO29.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO2,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO2.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO30.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO31,1,2,56,56,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO31.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO32,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO32.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO33,1,1,37,37,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO33.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO34,1,2,52,52,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO34.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO5,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO5.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO6,1,2,50,50,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO6.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO7,1,6,50,50,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO7.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO8,1,2,62,62,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO8.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO9,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO9.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO17,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO17.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO18,1,2,50,50,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO18.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO19,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO19.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO20,1,23,54,54,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO20.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO35.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO36,1,1,49,49,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO36.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO37.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO38,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO38.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO39,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO39.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO3,1,1,1,1,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO3.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO40,1,27,4,4,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/PO40.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO41.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO42.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO43.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,PO4,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/PO4.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG0,1,1,65,65,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG0.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG10,1,0,70,70,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG10.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG11,1,3,45,45,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG11.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG12,1,0,40,40,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG12.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/BPG13.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG14,1,5,32,32,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG14.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG15,1,1,48,48,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG15.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG16,1,1,62,62,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG16.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG17,1,1,50,50,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG17.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG18,1,0,43,43,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG18.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG19,1,1,41,41,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG19.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG1,1,2,15,15,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG1.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG20,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/BPG20.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG21,1,1,13,13,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG21.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG22,1,13,59,59,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG22.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG23,1,3,34,34,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG23.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG2,1,2,62,62,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG2.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG3,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/BPG3.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG4,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/BPG4.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG5,1,1,107,107,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG5.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG6,1,1,32,32,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG6.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG7,1,1,23,23,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG7.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG8,1,1,67,67,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG8.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,BPG9,1,1,10,10,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/BPG9.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK27,1,1,20,20,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK27.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK28,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/CRK28.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK29,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/CRK29.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK30,1,15,1,1,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK30.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK31,1,4,4,4,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK31.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK32,1,5,18,18,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK32.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK33,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/CRK33.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK34,1,1,45,45,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK34.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,CRK35,1,1,17,17,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/CRK35.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci0,1,1,30,30,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci0.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci10.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci11,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci11.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci12.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci13.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci1,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci1.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci2,1,1,4,4,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci2.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci3,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci3.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci4,1,2,1,1,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci4.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci5,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci5.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci6,1,1,4,4,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci6.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci7,0,no_match,0,0,30,no_match,logs/llm-srbench/degen_selector1/opus-4-6/MatSci7.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci8,1,1,26,26,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci8.txt
llm-srbench,opus-4-6,degen_selector1,degen_selector1,MatSci9,1,0,23,23,30,scan,logs/llm-srbench/degen_selector1/opus-4-6/MatSci9.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO11,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO11.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO12,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO12.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO13,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO13.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO14,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO14.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO15,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO15.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO16,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO16.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO17,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO17.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO18,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO18.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO19,1,6,50,50,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO19.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO20,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO20.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO21,1,6,1,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO21.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO22,1,21,1,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO22.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO23,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO23.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO24,1,-1,1,0,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO24.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO25,1,5,2,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO25.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO26,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO26.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO27,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO27.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO28,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO28.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO29,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO29.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO30,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO30.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO31,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO31.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO32,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO32.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO33,1,4,17,17,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO33.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO34,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO34.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO35,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO35.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO36,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO36.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO37,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO37.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO38,1,-1,1,0,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/PO38.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO39,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO39.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO40,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO40.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO41,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO41.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO42,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO42.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO43,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO43.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK20,1,1,1,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK20.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK21,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK21.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK22,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK22.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK23,1,12,2,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK23.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK24,1,9,3,3,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK24.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK25,1,16,2,2,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK25.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK26,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK26.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK27,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK27.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK28,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK28.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK29,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK29.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK30,1,12,2,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK30.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK31,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK31.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK32,1,4,5,5,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK32.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK33,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/CRK33.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK34,1,1,5,5,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK34.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,CRK35,1,2,50,45,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/CRK35.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci0,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci0.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci10,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci10.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci11,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci11.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci12,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci12.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci13,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci13.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci14,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci14.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci16,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci16.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci18,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci18.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci19,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci19.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci1,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci1.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci20,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci20.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci21,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci21.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci22,1,13,67,67,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/MatSci22.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci23,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci23.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci24,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci24.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci25,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci25.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci28,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci28.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci2,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci2.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci3,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci3.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci4,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci4.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci5,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci5.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci6,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci6.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci7,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci7.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci8,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/MatSci8.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,MatSci9,1,9,1,1,30,scan,logs/llm-srbench/lbfgs/gpt-5-2/MatSci9.txt
llm-srbench,gpt-5-2,lbfgs,lbfgs,PO0,0,no_match,0,0,30,no_match,logs/llm-srbench/lbfgs/gpt-5-2/PO0.txt
